Date,PM10,Station ID
01-03-2020,56.66666667,13
01-04-2020,39.2,13
01-05-2020,39.625,13
01-06-2020,28.8,13
01-07-2020,23,13
01-08-2020,17,13
01-09-2020,40,13
01-10-2020,26.55555556,13
01-11-2020,35.375,13
01-12-2020,56.55555556,13
01-01-2021,47.33333333,13
01-02-2021,76.125,13
01-03-2021,82.88888889,13
01-04-2016,63.55,14
01-05-2016,84.04444444,14
01-06-2016,52.4,14
01-07-2016,52.7,14
01-08-2016,64.92222222,14
01-09-2016,54.32222222,14
01-10-2016,63.04444444,14
01-11-2016,69.1625,14
01-12-2016,99.78888889,14
